"ONS_Code","PCV_12m","PCV_24m","Population_12m","Population_24m","Year","Quarter","Timepoint","Vaccine_Schedule","UTLA_Name"
"E06000042",94.9771689497717,93.312434691745,876,957,"2019/2020","Q3","2","0",NA
"E06000043",93.6532507739938,87.8740157480315,646,635,"2019/2020","Q3","2","0",NA
"E06000044",96.4684014869889,94.1680960548885,538,583,"2019/2020","Q3","2","0",NA
"E06000045",94.489247311828,91.0737386804657,744,773,"2019/2020","Q3","2","0",NA
"E06000046",95.4022988505747,88.2175226586103,261,331,"2019/2020","Q3","2","0",NA
"E10000002",95.9344262295082,92.4088463837418,1525,1673,"2019/2020","Q3","2","0",NA
"E10000011",93.9157566302652,92.3895253682488,1282,1222,"2019/2020","Q3","2","0",NA
"E10000014",95.7026713124274,93.2466798530658,3444,3539,"2019/2020","Q3","2","0",NA
"E10000016",94.7222222222222,92.4922941435491,4320,4542,"2019/2020","Q3","2","0",NA
"E10000025",95.1048951048951,94.1207627118644,1859,1888,"2019/2020","Q3","2","0",NA
"E10000030",93.0394431554524,88.4249084249084,2586,2730,"2019/2020","Q3","2","0",NA
"E10000032",96.0684551341351,94.7204968944099,2162,2254,"2019/2020","Q3","2","0",NA
"E06000022",94.407158836689,94.9698189134809,447,497,"2019/2020","Q3","2","0",NA
"E06000023",91.4718019257221,86.429512516469,1454,1518,"2019/2020","Q3","2","0",NA
"E06000024",94.6494464944649,93.0902111324376,542,521,"2019/2020","Q3","2","0",NA
"E06000025",95.0127877237852,92.4242424242424,782,792,"2019/2020","Q3","2","0",NA
"E06000026",96.5789473684211,95.5284552845528,760,738,"2019/2020","Q3","2","0",NA
"E06000027",95.9183673469388,92.4198250728863,294,343,"2019/2020","Q3","2","0",NA
"E06000030",93.4751773049645,91.3814955640051,705,789,"2019/2020","Q3","2","0",NA
"E06000052",93.9516129032258,91.7043740573152,1240,1326,"2019/2020","Q3","2","0",NA
"E06000054",97.8920741989882,96.2309542902967,1186,1247,"2019/2020","Q3","2","0",NA
"E10000008",96.4747356051704,95.3882078225336,1702,1713,"2019/2020","Q3","2","0",NA
"E10000013",93.9950980392157,93.4579439252336,1632,1712,"2019/2020","Q3","2","0",NA
"E10000027",94.7577442414615,93.8622754491018,1259,1336,"2019/2020","Q3","2","0",NA
"E06000058",95.9505061867267,93.3409873708381,889,871,"2019/2020","Q3","2","0",NA
"E06000059",96.9816272965879,96.3486454652532,762,849,"2019/2020","Q3","2","0",NA
"E06000001",96.1538461538462,93.1914893617021,234,235,"2019/2020","Q4","3","0",NA
"E06000002",91.8518518518519,92.6624737945493,405,477,"2019/2020","Q4","3","0",NA
"E06000003",97.3421926910299,93.7125748502994,301,334,"2019/2020","Q4","3","0",NA
"E06000004",95.5734406438632,94.234592445328,497,503,"2019/2020","Q4","3","0",NA
"E06000005",95.4887218045113,94.4055944055944,266,286,"2019/2020","Q4","3","0",NA
"E06000047",98.2995951417004,96.6720779220779,1235,1232,"2019/2020","Q4","3","0",NA
"E08000021",95.4545454545454,93.4640522875817,770,765,"2019/2020","Q4","3","0",NA
"E08000022",97.5177304964539,96.0502692998205,564,557,"2019/2020","Q4","3","0",NA
"E08000023",97.7464788732394,96.4646464646465,355,396,"2019/2020","Q4","3","0",NA
"E08000024",99.0306946688207,97.910447761194,619,670,"2019/2020","Q4","3","0",NA
"E08000037",96.6101694915254,91.8163672654691,472,501,"2019/2020","Q4","3","0",NA
"E06000057",95.4411764705882,93.5344827586207,680,696,"2019/2020","Q4","3","0",NA
"E06000006",93.2258064516129,91.2280701754386,310,342,"2019/2020","Q4","3","0",NA
"E06000007",97.1830985915493,91.5869980879541,497,523,"2019/2020","Q4","3","0",NA
"E06000008",91.4405010438413,92.8015564202335,479,514,"2019/2020","Q4","3","0",NA
"E06000009",92.5925925925926,93.6893203883495,405,412,"2019/2020","Q4","3","0",NA
"E06000049",95.6719817767654,93.0962343096234,878,956,"2019/2020","Q4","3","0",NA
"E06000050",87.3291925465839,88.5608856088561,805,813,"2019/2020","Q4","3","0",NA
"E08000001",92.9545454545454,93.072625698324,880,895,"2019/2020","Q4","3","0",NA
"E08000002",94.4741532976827,86.7446393762183,561,513,"2019/2020","Q4","3","0",NA
"E08000003",91.9811320754717,87.9351740696279,1696,1666,"2019/2020","Q4","3","0",NA
"E08000004",94.1785252263907,93.4895833333333,773,768,"2019/2020","Q4","3","0",NA
"E08000005",94.8717948717949,89.9713467048711,702,698,"2019/2020","Q4","3","0",NA
"E08000006",91.4141414141414,88.3202099737533,792,762,"2019/2020","Q4","3","0",NA
"E08000007",95.1742627345845,95.1851851851852,746,810,"2019/2020","Q4","3","0",NA
"E08000008",95.3453453453453,93.8967136150235,666,639,"2019/2020","Q4","3","0",NA
"E08000009",96.9858156028369,93.4272300469484,564,639,"2019/2020","Q4","3","0",NA
"E08000010",95.8542713567839,94.5221445221445,796,858,"2019/2020","Q4","3","0",NA
"E08000011",91.5637860082304,85.9550561797753,486,534,"2019/2020","Q4","3","0",NA
"E08000012",93.1109499637419,89.3617021276596,1379,1363,"2019/2020","Q4","3","0",NA
"E08000013",90.3073286052009,90.3688524590164,423,488,"2019/2020","Q4","3","0",NA
"E08000014",93.015332197615,91.0891089108911,587,606,"2019/2020","Q4","3","0",NA
"E08000015",94.0554821664465,94.4010416666667,757,768,"2019/2020","Q4","3","0",NA
"E10000006",95.817843866171,95.7825679475164,1076,1067,"2019/2020","Q4","3","0",NA
"E10000017",91.9508867667121,91.1181882519462,2932,2826,"2019/2020","Q4","3","0",NA
"E06000010",96.2041884816754,93.1034482758621,764,812,"2019/2020","Q4","3","0",NA
"E06000011",96.9936708860759,95.5271565495208,632,626,"2019/2020","Q4","3","0",NA
"E06000012",94.6153846153846,95.0704225352113,390,426,"2019/2020","Q4","3","0",NA
"E06000013",95.5223880597015,93.9189189189189,402,444,"2019/2020","Q4","3","0",NA
"E06000014",93.9461883408072,91.8238993710692,446,477,"2019/2020","Q4","3","0",NA
"E08000016",95.067264573991,95.6973293768546,669,674,"2019/2020","Q4","3","0",NA
"E08000017",91.5966386554622,89.8704358068316,833,849,"2019/2020","Q4","3","0",NA
"E08000018",96.2558502340094,95.2646239554318,641,718,"2019/2020","Q4","3","0",NA
"E08000019",94.0451745379877,92.8867403314917,1461,1448,"2019/2020","Q4","3","0",NA
"E08000032",92.9593589009731,90.8352668213457,1747,1724,"2019/2020","Q4","3","0",NA
"E08000033",95.4901960784314,90.7504363001745,510,573,"2019/2020","Q4","3","0",NA
"E08000034",95.6484641638225,92.5,1172,1160,"2019/2020","Q4","3","0",NA
"E08000035",92.2535211267606,90.8748430305567,2272,2389,"2019/2020","Q4","3","0",NA
"E08000036",96.2090163934426,94.8522402287893,976,1049,"2019/2020","Q4","3","0",NA
"E10000023",94.8083067092652,94.0548780487805,1252,1312,"2019/2020","Q4","3","0",NA
"E06000015",92.8057553956834,91.0714285714286,834,784,"2019/2020","Q4","3","0",NA
"E06000016",92.9432013769363,91.1338448422847,1162,1173,"2019/2020","Q4","3","0",NA
"E06000017",97.5308641975309,93.8271604938272,81,81,"2019/2020","Q4","3","0",NA
"E06000018",91.3921360255048,86.3488624052005,941,923,"2019/2020","Q4","3","0",NA
"E10000007",96.1407491486947,95.3219592735278,1762,1817,"2019/2020","Q4","3","0",NA
"E10000018",95.9433354797167,95.8895705521472,1553,1630,"2019/2020","Q4","3","0",NA
"E10000019",93.2752179327522,91.3925438596491,1606,1824,"2019/2020","Q4","3","0",NA
"E10000021",94.5219123505976,92.6406926406927,2008,2079,"2019/2020","Q4","3","0",NA
"E10000024",95.3301127214171,92.3472008217771,1863,1947,"2019/2020","Q4","3","0",NA
"E06000019",95.0904392764858,93.4831460674157,387,445,"2019/2020","Q4","3","0",NA
"E06000020",96.0824742268041,93.8492063492064,485,504,"2019/2020","Q4","3","0",NA
"E06000021",94.7437582128778,92.3832923832924,761,814,"2019/2020","Q4","3","0",NA
"E06000051",95.4911433172303,93.0473372781065,621,676,"2019/2020","Q4","3","0",NA
"E08000025",88.8348202216815,86.3395225464191,3699,3770,"2019/2020","Q4","3","0",NA
"E08000026",94.3255813953488,86.6190900981267,1075,1121,"2019/2020","Q4","3","0",NA
"E08000027",95.9763313609468,94.8174322732627,845,849,"2019/2020","Q4","3","0",NA
"E08000028",91.6508538899431,90.1395348837209,1054,1075,"2019/2020","Q4","3","0",NA
"E08000029",89.5306859205776,90.0175131348511,554,571,"2019/2020","Q4","3","0",NA
"E08000030",92.8342245989305,91.7700112739572,935,887,"2019/2020","Q4","3","0",NA
"E08000031",91.2679425837321,88.3870967741936,836,775,"2019/2020","Q4","3","0",NA
"E10000028",96.1979166666667,94.0751445086705,1920,2076,"2019/2020","Q4","3","0",NA
"E10000031",95.1519536903039,94.3181818181818,1382,1496,"2019/2020","Q4","3","0",NA
"E10000034",95.7567185289957,93.9716312056738,1414,1410,"2019/2020","Q4","3","0",NA
"E06000031",92.2455573505654,87.4622356495468,619,662,"2019/2020","Q4","3","0",NA
"E06000032",90.3870162297129,85.5889724310777,801,798,"2019/2020","Q4","3","0",NA
"E06000033",92.5773195876289,90.4214559386973,485,522,"2019/2020","Q4","3","0",NA
"E06000034",94.9324324324324,88.6986301369863,592,584,"2019/2020","Q4","3","0",NA
"E06000055",96.8287526427061,92.4354243542436,473,542,"2019/2020","Q4","3","0",NA
"E06000056",97.1794871794872,94.6913580246914,780,810,"2019/2020","Q4","3","0",NA
"E10000003",95.3028430160692,93.2889628397116,1618,1803,"2019/2020","Q4","3","0",NA
"E10000012",95.1540690018436,93.2203389830508,3797,3953,"2019/2020","Q4","3","0",NA
"E10000015",91.3921690490988,90.4966982486362,3218,3483,"2019/2020","Q4","3","0",NA
"E10000020",96.549921589127,95.5112219451372,1913,2005,"2019/2020","Q4","3","0",NA
"E10000029",95.7597173144876,95.1260504201681,1698,1785,"2019/2020","Q4","3","0",NA
"E09000002",89.7338403041825,83.8302752293578,789,872,"2019/2020","Q4","3","0",NA
"E09000003",89.8450946643718,82.6491092176607,1162,1291,"2019/2020","Q4","3","0",NA
"E09000004",92.6793557833089,87.8481012658228,683,790,"2019/2020","Q4","3","0",NA
"E09000005",89.9507389162562,82.0702402957486,1015,1082,"2019/2020","Q4","3","0",NA
"E09000006",93.3808553971487,90.9465020576132,982,972,"2019/2020","Q4","3","0",NA
"E09000007",83.9524517087667,77.8350515463918,673,582,"2019/2020","Q4","3","0",NA
"E09000008",88.6437908496732,83.6891545687447,1224,1171,"2019/2020","Q4","3","0",NA
"E09000009",91.3366336633663,81.0970464135021,1212,1185,"2019/2020","Q4","3","0",NA
"E09000010",87.2802481902792,80.1652892561984,967,1089,"2019/2020","Q4","3","0",NA
"E09000011",89.0781563126252,86.0119047619048,998,1008,"2019/2020","Q4","3","0",NA
"E09000012",74.4801512287335,70.6640237859267,1058,1009,"2019/2020","Q4","3","0",NA
"E09000013",88.1656804733728,76.8817204301075,507,558,"2019/2020","Q4","3","0",NA
"E09000014",86.8263473053892,81.4302191464821,835,867,"2019/2020","Q4","3","0",NA
"E09000015",87.9487179487179,81.7610062893082,780,795,"2019/2020","Q4","3","0",NA
"E09000016",93.196405648267,88.293897882939,779,803,"2019/2020","Q4","3","0",NA
"E09000017",93.421052631579,86.414708886619,988,979,"2019/2020","Q4","3","0",NA
"E09000018",89.3424036281179,82.3093220338983,882,944,"2019/2020","Q4","3","0",NA
"E09000019",88.2075471698113,83.1070889894419,636,663,"2019/2020","Q4","3","0",NA
"E09000020",84.452296819788,73.8404452690167,566,539,"2019/2020","Q4","3","0",NA
"E09000021",91.2801484230056,86.5961199294533,539,567,"2019/2020","Q4","3","0",NA
"E09000022",88.0552813425469,81.985670419652,1013,977,"2019/2020","Q4","3","0",NA
"E09000023",88.3809523809524,82.9471733086191,1050,1079,"2019/2020","Q4","3","0",NA
"E09000024",92.2314049586777,82.0168067226891,605,595,"2019/2020","Q4","3","0",NA
"E09000025",90.8814589665653,84.7916666666667,1316,1440,"2019/2020","Q4","3","0",NA
"E09000026",87.58109360519,81.4126394052045,1079,1076,"2019/2020","Q4","3","0",NA
"E09000027",91.9064748201439,88.1064162754304,556,639,"2019/2020","Q4","3","0",NA
"E09000028",89.3226176808267,83.5616438356164,871,876,"2019/2020","Q4","3","0",NA
"E09000029",93.9823008849558,92.3214285714286,565,560,"2019/2020","Q4","3","0",NA
"E09000030",93.0824008138352,88.8888888888889,983,945,"2019/2020","Q4","3","0",NA
"E09000031",89.9217221135029,84.1624365482234,1022,985,"2019/2020","Q4","3","0",NA
"E09000032",90.5405405405405,84.4564240790656,1110,1113,"2019/2020","Q4","3","0",NA
"E09000033",86.0520094562648,78.6780383795309,423,469,"2019/2020","Q4","3","0",NA
"E06000035",91.9732441471572,89.8500576701269,897,867,"2019/2020","Q4","3","0",NA
"E06000036",97.2809667673716,96.6966966966967,331,333,"2019/2020","Q4","3","0",NA
"E06000037",98.5422740524781,94.2105263157895,343,380,"2019/2020","Q4","3","0",NA
"E06000038",94.6319018404908,91.4421553090333,652,631,"2019/2020","Q4","3","0",NA
"E06000039",92.2201138519924,89.4557823129252,527,588,"2019/2020","Q4","3","0",NA
"E06000040",95.9893048128342,93.0715935334873,374,433,"2019/2020","Q4","3","0",NA
"E06000041",97.1910112359551,94.7658402203857,356,363,"2019/2020","Q4","3","0",NA
"E06000042",95.5828220858896,91.8743228602384,815,923,"2019/2020","Q4","3","0",NA
"E06000043",93.4102141680395,88.8707037643208,607,611,"2019/2020","Q4","3","0",NA
"E06000044",96.9439728353141,95.8123953098828,589,597,"2019/2020","Q4","3","0",NA
"E06000045",95.6090651558074,92.4822695035461,706,705,"2019/2020","Q4","3","0",NA
"E06000046",94.5255474452555,87.7777777777778,274,270,"2019/2020","Q4","3","0",NA
"E10000002",94.1908713692946,92.940414507772,1446,1544,"2019/2020","Q4","3","0",NA
"E10000011",94.30823117338,93.2348367029549,1142,1286,"2019/2020","Q4","3","0",NA
"E10000014",96.139705882353,97.5330396475771,3264,3405,"2019/2020","Q4","3","0",NA
"E10000016",93.76707226223,91.1778618732261,4027,4228,"2019/2020","Q4","3","0",NA
"E10000025",95.4168967421314,93.2432432432432,1811,1850,"2019/2020","Q4","3","0",NA
"E10000030",93.4257602862254,91.8281381634372,2236,2374,"2019/2020","Q4","3","0",NA
"E10000032",96.4878048780488,94.5147679324895,2050,2133,"2019/2020","Q4","3","0",NA
"E06000022",94.0476190476191,94.0042826552463,420,467,"2019/2020","Q4","3","0",NA
"E06000023",94.0746159473299,88.5596140592695,1367,1451,"2019/2020","Q4","3","0",NA
"E06000024",95.2830188679245,94.0119760479042,530,501,"2019/2020","Q4","3","0",NA
"E06000025",95.5072463768116,95.5585464333782,690,743,"2019/2020","Q4","3","0",NA
"E06000026",96.045197740113,95.5459770114943,708,696,"2019/2020","Q4","3","0",NA
"E06000027",96.3525835866261,95.4098360655738,329,305,"2019/2020","Q4","3","0",NA
"E06000030",91.1242603550296,91.4893617021277,676,658,"2019/2020","Q4","3","0",NA
"E06000052",93.0120481927711,91.8876755070203,1245,1282,"2019/2020","Q4","3","0",NA
"E06000054",97.2902097902098,96.2077493816983,1144,1213,"2019/2020","Q4","3","0",NA
"E10000008",95.9851760345892,94.8143783146729,1619,1697,"2019/2020","Q4","3","0",NA
"E10000013",93.2926829268293,93.8385705483672,1476,1623,"2019/2020","Q4","3","0",NA
"E10000027",93.4146341463415,93.0321592649311,1230,1306,"2019/2020","Q4","3","0",NA
"E06000058",95.6574185765983,93.5005701254276,829,877,"2019/2020","Q4","3","0",NA
"E06000059",95.5493741307371,95.27665317139,719,741,"2019/2020","Q4","3","0",NA
"E06000001",95.1965065502183,95.7983193277311,229,238,"2020/2021","Q1","0","1",NA
"E06000002",92.5233644859813,90.9287257019439,428,463,"2020/2021","Q1","0","1",NA
"E06000003",94.8948948948949,95.3416149068323,333,322,"2020/2021","Q1","0","1",NA
"E06000004",95.8174904942966,95.8904109589041,526,511,"2020/2021","Q1","0","1",NA
"E06000005",96.3114754098361,95.4022988505747,244,261,"2020/2021","Q1","0","1",NA
"E06000047",97.7644024075666,97.258064516129,1163,1240,"2020/2021","Q1","0","1",NA
"E08000021",92.5575101488498,95.0276243093923,739,724,"2020/2021","Q1","0","1",NA
"E08000022",98.2547993019197,97.4774774774775,573,555,"2020/2021","Q1","0","1",NA
"E08000023",99.1758241758242,96.8337730870712,364,379,"2020/2021","Q1","0","1",NA
"E08000024",99.1624790619766,98.1012658227848,597,632,"2020/2021","Q1","0","1",NA
"E08000037",96.530612244898,92.9336188436831,490,467,"2020/2021","Q1","0","1",NA
"E06000057",95.6923076923077,96.3431786216596,650,711,"2020/2021","Q1","0","1",NA
"E06000006",94.1018766756032,91.644908616188,373,383,"2020/2021","Q1","0","1",NA
"E06000007",97.4025974025974,94.300518134715,539,579,"2020/2021","Q1","0","1",NA
"E06000008",93.1428571428571,90.0709219858156,525,564,"2020/2021","Q1","0","1",NA
"E06000009",94.5330296127563,89.8617511520738,439,434,"2020/2021","Q1","0","1",NA
"E06000049",95.1508620689655,94.7150259067358,928,965,"2020/2021","Q1","0","1",NA
"E06000050",95.357590966123,93.7273823884198,797,829,"2020/2021","Q1","0","1",NA
"E08000001",94.8488241881299,92.5,893,920,"2020/2021","Q1","0","1",NA
"E08000002",95.9514170040486,87.4766355140187,494,535,"2020/2021","Q1","0","1",NA
"E08000003",90.1376146788991,87.8571428571429,1744,1820,"2020/2021","Q1","0","1",NA
"E08000004",94.8783610755442,93.5031847133758,781,785,"2020/2021","Q1","0","1",NA
"E08000005",95.1219512195122,91.6666666666667,697,696,"2020/2021","Q1","0","1",NA
"E08000006",90.7673860911271,88.7323943661972,834,781,"2020/2021","Q1","0","1",NA
"E08000007",96.7828418230563,95.1557093425606,746,867,"2020/2021","Q1","0","1",NA
"E08000008",95.5307262569833,93.361581920904,716,708,"2020/2021","Q1","0","1",NA
"E08000009",96.3081861958266,93.517017828201,623,617,"2020/2021","Q1","0","1",NA
"E08000010",95.8762886597938,93.9613526570048,873,828,"2020/2021","Q1","0","1",NA
"E08000011",90.1075268817204,87.6923076923077,465,520,"2020/2021","Q1","0","1",NA
"E08000012",91.9744318181818,86.2361382909328,1408,1533,"2020/2021","Q1","0","1",NA
"E08000013",91.5254237288136,88.9546351084812,472,507,"2020/2021","Q1","0","1",NA
"E08000014",92.0245398773006,89.1980360065467,652,611,"2020/2021","Q1","0","1",NA
"E08000015",95.7160342717258,93.5064935064935,817,847,"2020/2021","Q1","0","1",NA
"E10000006",96.9006381039198,96.8036529680365,1097,1095,"2020/2021","Q1","0","1",NA
"E10000017",92.6494609604704,90.4072702793672,3061,2971,"2020/2021","Q1","0","1",NA
"E06000010",92.8825622775801,94.1597139451728,843,839,"2020/2021","Q1","0","1",NA
"E06000011",97.8159126365055,95.4607977991747,641,727,"2020/2021","Q1","0","1",NA
"E06000012",94.6859903381642,96.0954446854664,414,461,"2020/2021","Q1","0","1",NA
"E06000013",93.1764705882353,93.1868131868132,425,455,"2020/2021","Q1","0","1",NA
"E06000014",96.7136150234742,95.010395010395,426,481,"2020/2021","Q1","0","1",NA
"E08000016",96.2264150943396,94.7592067988668,689,706,"2020/2021","Q1","0","1",NA
"E08000017",93.6,88.568129330254,875,866,"2020/2021","Q1","0","1",NA
"E08000018",97.0457902511079,96.7551622418879,677,678,"2020/2021","Q1","0","1",NA
"E08000019",93.7029431895962,93.5339308578745,1461,1562,"2020/2021","Q1","0","1",NA
"E08000032",92.2993492407809,91.1894273127753,1844,1816,"2020/2021","Q1","0","1",NA
"E08000033",92.0159680638723,92.280701754386,501,570,"2020/2021","Q1","0","1",NA
"E08000034",95.5497382198953,93.9634630659253,1146,1259,"2020/2021","Q1","0","1",NA
"E08000035",92.5289823958781,90.7778668805132,2329,2494,"2020/2021","Q1","0","1",NA
"E08000036",94.5010183299389,95.2244508118434,982,1047,"2020/2021","Q1","0","1",NA
"E10000023",95.2814569536424,92.9331306990882,1208,1316,"2020/2021","Q1","0","1",NA
"E06000015",95.112285336856,91.2689173457509,757,859,"2020/2021","Q1","0","1",NA
"E06000016",93.9603106125971,90.4926534140018,1159,1157,"2020/2021","Q1","0","1",NA
"E06000017",97.2602739726027,97.6470588235294,73,85,"2020/2021","Q1","0","1",NA
"E06000018",89.6728016359918,88.1565396498455,978,971,"2020/2021","Q1","0","1",NA
"E10000007",95.858310626703,95.7356076759062,1835,1876,"2020/2021","Q1","0","1",NA
"E10000018",97.0661672908864,96.9439728353141,1602,1767,"2020/2021","Q1","0","1",NA
"E10000019",93.0642410460489,90.2696365767878,1759,1706,"2020/2021","Q1","0","1",NA
"E10000021",95.0867052023121,92.5474254742547,2076,2214,"2020/2021","Q1","0","1",NA
"E10000024",95.4638124362895,94.0175348117586,1962,1939,"2020/2021","Q1","0","1",NA
"E06000019",92.9223744292237,92.2705314009662,438,414,"2020/2021","Q1","0","1",NA
"E06000020",96.875,93.7153419593346,512,541,"2020/2021","Q1","0","1",NA
"E06000021",94.6731234866828,93.2121212121212,826,825,"2020/2021","Q1","0","1",NA
"E06000051",95.2904238618524,94.5652173913044,637,736,"2020/2021","Q1","0","1",NA
"E08000025",88.3019840247359,87.3051224944321,3881,4041,"2020/2021","Q1","0","1",NA
"E08000026",92.6499032882012,89.6053897978826,1034,1039,"2020/2021","Q1","0","1",NA
"E08000027",95.7954545454546,94.9380165289256,880,968,"2020/2021","Q1","0","1",NA
"E08000028",92.0183486238532,90.3170522707798,1090,1167,"2020/2021","Q1","0","1",NA
"E08000029",93.015332197615,88.6446886446887,587,546,"2020/2021","Q1","0","1",NA
"E08000030",93.5483870967742,91.9062832800852,868,939,"2020/2021","Q1","0","1",NA
"E08000031",88.7376237623763,86.9407496977025,808,827,"2020/2021","Q1","0","1",NA
"E10000028",96.5903555772041,94.6082949308756,2053,2170,"2020/2021","Q1","0","1",NA
"E10000031",94.8412698412698,93.9632545931758,1512,1524,"2020/2021","Q1","0","1",NA
"E10000034",95.5820476858345,94.0816326530612,1426,1470,"2020/2021","Q1","0","1",NA
"E06000031",91.3705583756345,89.6142433234421,591,674,"2020/2021","Q1","0","1",NA
"E06000032",91.186839012926,86.9461077844311,851,835,"2020/2021","Q1","0","1",NA
"E06000033",93.7377690802349,93.9962476547842,511,533,"2020/2021","Q1","0","1",NA
"E06000034",93.5,90.5144694533762,600,622,"2020/2021","Q1","0","1",NA
"E06000055",95.1171875,93.2330827067669,512,532,"2020/2021","Q1","0","1",NA
"E06000056",95.4436450839328,94.5914844649022,834,869,"2020/2021","Q1","0","1",NA
"E10000003",96.0331557134399,94.2153493699885,1689,1746,"2020/2021","Q1","0","1",NA
"E10000012",94.8,93.5043144774688,4000,4172,"2020/2021","Q1","0","1",NA
"E10000015",92.6112759643917,91.6925685221814,3370,3539,"2020/2021","Q1","0","1",NA
"E10000020",95.7414829659319,94.8348068869242,1996,2149,"2020/2021","Q1","0","1",NA
"E10000029",95.7183098591549,94.24,1775,1875,"2020/2021","Q1","0","1",NA
"E09000002",88.8762769580023,84.1081081081081,881,925,"2020/2021","Q1","0","1",NA
"E09000003",88.9160554197229,84.3307086614173,1227,1270,"2020/2021","Q1","0","1",NA
"E09000004",90.4033379694019,87.2801082543978,719,739,"2020/2021","Q1","0","1",NA
"E09000005",88.3936080740118,82.5323475046211,1189,1082,"2020/2021","Q1","0","1",NA
"E09000006",93.5924369747899,87.6123876123876,952,1001,"2020/2021","Q1","0","1",NA
"E09000007",80.8752025931929,78.6885245901639,617,671,"2020/2021","Q1","0","1",NA
"E09000008",90.3585657370518,82.2222222222222,1255,1350,"2020/2021","Q1","0","1",NA
"E09000009",91.155934833204,82.4804856895056,1289,1153,"2020/2021","Q1","0","1",NA
"E09000010",90.4981549815498,80.0738007380074,1084,1084,"2020/2021","Q1","0","1",NA
"E09000011",88.5823025689819,83.7406015037594,1051,1064,"2020/2021","Q1","0","1",NA
"E09000012",73.2569245463228,71.1281070745698,1047,1046,"2020/2021","Q1","0","1",NA
"E09000013",87.0567375886525,79.5246800731262,564,547,"2020/2021","Q1","0","1",NA
"E09000014",83.8857142857143,80.9168443496802,875,938,"2020/2021","Q1","0","1",NA
"E09000015",86.2385321100918,82.7133479212254,872,914,"2020/2021","Q1","0","1",NA
"E09000016",94.2396313364055,90.5574516496018,868,879,"2020/2021","Q1","0","1",NA
"E09000017",91.1062906724512,84.5697329376855,922,1011,"2020/2021","Q1","0","1",NA
"E09000018",90.7484407484408,80.7535641547861,962,982,"2020/2021","Q1","0","1",NA
"E09000019",86.7601246105919,80.6501547987616,642,646,"2020/2021","Q1","0","1",NA
"E09000020",81.9469026548673,76.4598540145985,565,548,"2020/2021","Q1","0","1",NA
"E09000021",92.0222634508349,86.3636363636364,539,550,"2020/2021","Q1","0","1",NA
"E09000022",89.1241578440808,80.9010773751224,1039,1021,"2020/2021","Q1","0","1",NA
"E09000023",88.9305816135084,83.639705882353,1066,1088,"2020/2021","Q1","0","1",NA
"E09000024",92.0133111480865,85.8841010401189,601,673,"2020/2021","Q1","0","1",NA
"E09000025",89.8403483309144,85.5579868708972,1378,1371,"2020/2021","Q1","0","1",NA
"E09000026",88.8681010289991,85.0953206239168,1069,1154,"2020/2021","Q1","0","1",NA
"E09000027",92.1818181818182,86.7671691792295,550,597,"2020/2021","Q1","0","1",NA
"E09000028",87.0726495726496,82.6985854189336,936,919,"2020/2021","Q1","0","1",NA
"E09000029",93.92,90.4918032786885,625,610,"2020/2021","Q1","0","1",NA
"E09000030",91.6346153846154,87.9852125693161,1040,1082,"2020/2021","Q1","0","1",NA
"E09000031",90.316742081448,82.2506861848124,1105,1093,"2020/2021","Q1","0","1",NA
"E09000032",92.714657415438,85.6529209621993,1153,1164,"2020/2021","Q1","0","1",NA
"E09000033",83.5095137420719,74.7881355932204,473,472,"2020/2021","Q1","0","1",NA
"E06000035",90.5529953917051,89.2412231030578,868,883,"2020/2021","Q1","0","1",NA
"E06000036",97.9710144927536,95.6873315363882,345,371,"2020/2021","Q1","0","1",NA
"E06000037",94.6236559139785,95.9287531806616,372,393,"2020/2021","Q1","0","1",NA
"E06000038",93.2496075353218,92.1248142644874,637,673,"2020/2021","Q1","0","1",NA
"E06000039",93.9338235294118,90.5759162303665,544,573,"2020/2021","Q1","0","1",NA
"E06000040",95.4773869346734,93.5866983372922,398,421,"2020/2021","Q1","0","1",NA
"E06000041",94.7802197802198,93.9306358381503,364,346,"2020/2021","Q1","0","1",NA
"E06000042",96.5745856353591,92.378752886836,905,866,"2020/2021","Q1","0","1",NA
"E06000043",92.9856115107914,91.6666666666667,556,648,"2020/2021","Q1","0","1",NA
"E06000044",95.929203539823,94.205298013245,565,604,"2020/2021","Q1","0","1",NA
"E06000045",94.7666195190948,94.7696139476962,707,803,"2020/2021","Q1","0","1",NA
"E06000046",91.958041958042,88.929889298893,286,271,"2020/2021","Q1","0","1",NA
"E10000002",93.5664335664336,93.9666238767651,1430,1558,"2020/2021","Q1","0","1",NA
"E10000011",93.9569536423841,91.9405320813772,1208,1278,"2020/2021","Q1","0","1",NA
"E10000014",95.5158264947245,97.7996525767226,3412,3454,"2020/2021","Q1","0","1",NA
"E10000016",93.1690656257624,91.2707433507615,4099,4399,"2020/2021","Q1","0","1",NA
"E10000025",94.6409431939979,95.5375253549696,1866,1972,"2020/2021","Q1","0","1",NA
"E10000030",93.5927541093593,91.1474398519433,2981,3242,"2020/2021","Q1","0","1",NA
"E10000032",96.752302472128,94.5291479820628,2063,2230,"2020/2021","Q1","0","1",NA
"E06000022",97.2850678733032,95.575221238938,442,452,"2020/2021","Q1","0","1",NA
"E06000023",93.6708860759494,90.5338078291815,1422,1405,"2020/2021","Q1","0","1",NA
"E06000024",96.4730290456432,94.8623853211009,482,545,"2020/2021","Q1","0","1",NA
